#0,102.77367626905446,0.0,hit
#2,304.4079493320852,0.0,hit
#1,101.35965011092107,8.0,no_hit
#1,61.71850623334252,8.0,hit
#1,292.053743938398,8.0,no_hit
#1,471.9746030929643,8.0,no_hit
#1,274.80432382581944,8.0,no_hit
#1,279.77053252957955,8.0,no_hit
#1,380.0688484216419,8.0,hit
#1,569.8645219672571,8.0,no_hit
#1,602.4494941045798,8.0,no_hit
#1,630.3780622079064,8.0,no_hit
#1,367.6074135325805,8.0,no_hit
#1,342.1703843739344,8.0,no_hit
#2,201.87052475363336,0.0,hit
#0,268.2572099483163,0.0,hit
#2,114.38098418230695,0.0,hit
#0,127.92988302662917,0.0,hit
#0,127.92988302662842,0.0,hit
#0,127.929883026628,0.0,hit
#1,363.7904894600298,8.0,no_hit
#1,363.7904894600287,8.0,no_hit
#1,363.790489460027,8.0,no_hit
#1,363.7904894600264,8.0,no_hit
#1,363.79048946002536,8.0,no_hit
#1,363.7904894600243,8.0,no_hit
#1,363.7904894600233,8.0,no_hit
#1,363.79048946002223,8.0,no_hit
#1,363.79048946002143,8.0,no_hit
#1,363.7904894600203,8.0,no_hit
#1,363.790489460019,8.0,no_hit
#1,363.7904894600176,8.0,no_hit
#1,363.79048946001654,8.0,no_hit
#1,363.79048946001546,8.0,no_hit
#1,363.79048946001467,8.0,no_hit
#1,363.79048946001404,8.0,no_hit
#1,363.79048946001325,8.0,no_hit
#1,363.7904894600121,8.0,no_hit
#1,363.7904894600109,8.0,no_hit
#1,363.7904894600102,8.0,no_hit
#1,363.7904894600091,8.0,no_hit
#1,363.7904894600082,8.0,no_hit
#1,363.790489460007,8.0,no_hit
#1,363.7904894600062,8.0,no_hit
#1,363.790489460005,8.0,no_hit
#1,363.79048946000387,8.0,no_hit
#1,363.7904894600025,8.0,no_hit
#1,363.790489460002,8.0,no_hit
#1,363.79048946000097,8.0,no_hit
#1,363.79048946000034,8.0,no_hit
#1,156.88267074935342,0.0,hit
#2,177.82678454717097,0.0,hit
#2,274.4642485866234,0.0,hit
#2,392.2381686456424,0.0,hit
#2,506.32271031562095,0.0,hit
#1,427.64859383945605,8.0,no_hit
#1,337.04612383896983,8.0,no_hit
#1,261.69865029470685,8.0,no_hit
#1,268.6842345733781,8.0,no_hit
#1,118.80660942198715,8.0,no_hit
#1,113.74751930846433,8.0,hit
#0,296.3367262822209,0.0,hit
#2,367.03213514139867,0.0,no_hit
#0,241.8261277288208,0.0,hit
#1,279.7745770805601,8.0,no_hit
#0,262.4065817771257,0.0,hit
#2,41.181020111205754,0.0,hit
#1,371.1410600268331,7.0,no_hit
#0,244.14005506008203,0.0,hit
#1,293.1729717607911,4.0,no_hit
#0,244.14005506008095,0.0,hit
#1,321.4138324113519,8.0,no_hit
#0,244.14005506008,0.0,hit
#1,138.8601488617125,8.0,no_hit
#1,188.5532923877734,8.0,hit
#1,334.4661274460006,8.0,no_hit
#1,491.3979381900936,0.0,no_hit
#1,424.84142059746836,8.0,hit
#1,348.67845447783714,8.0,no_hit
#1,150.94605799780766,8.0,no_hit
#2,329.47139269828136,0.0,hit
#0,462.6939687327898,0.0,hit
#2,207.123286420735,0.0,hit
#2,51.24852623212081,0.0,hit
#0,564.8105836507696,0.0,no_hit
#1,37.925864288019014,0.0,hit
#1,153.4312047969009,8.0,no_hit
#1,199.47827489799803,0.0,no_hit
#0,617.599139801857,0.0,hit
#1,287.971873335571,0.0,no_hit
